"website","url","reference","country","province","location","title","description","price","operation","property_type","rooms","baths","area","floor","elevator","outside","floor","images","latitude","longitude","dealer","dealer_url","dealer_is_professional"
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44959-100929807,"44959-100929807",es,santa-cruz-de-tenerife,"Zona Botánico, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Piso en Zona Botánico, Puerto de la Cruz","SE ALQUILA MARAVILLOSO ESTUDIO!
En pleno centros 
TOTALMENTE REFORMADO! 

Cocina moderna y full optional, amplio y cómodo salón comedor con sofá cama. 
dispone de una cama matrimonial, televisión Led, wifi con fibra, lavadora/secadora. 
Armario empotrado con m...",750.0,RENT,FLAT,1,1,40,,,,,10,28.4151601,-16.5417425,Ihouse inmobiliaria,https://www.yaencontre.com/inmobiliarias/ihouse-inmobiliaria-44959,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44487-101385231,"44487-101385231",es,santa-cruz-de-tenerife,"Costa Adeje, Adeje, Santa Cruz de Tenerife (provincia)","Piso en avenida De Bruselas en Costa Adeje, Adeje","Alquilamos por larga temporada un apartamento en 'Terrazas del Duque' fase II.

Dispone de un dormitorio, salon con aireconditionado, cocina moderna y independiente, amplio baño con bañera, terraza grande con mesa comedor y vistas a la montaña y hotel.

El res...",1900.0,RENT,FLAT,1,1,96,,,,,9,28.0895941,-16.7353631,Terra Magna Inmuebles,https://www.yaencontre.com/inmobiliarias/terra-magna-inmuebles-44487,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-24289-99414272,"24289-99414272",es,santa-cruz-de-tenerife,"Zona Martiánez, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Estudio en avenida Familia de Betancourt y Molina en Zona Martiánez, Puerto de la Cruz","Céntrico estudio en zona comercial Martianez amueblado y equipado distribuido en estancia dormitorio, cuarto de baño, cocina y terraza soleada orientación sur.",700.0,RENT,FLAT,,1,38,,,,,15,28.4166181,-16.5443586,VIVIENDAS IHG,https://www.yaencontre.com/inmobiliarias/viviendas-ihg-24289,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-24289-96142303,"24289-96142303",es,santa-cruz-de-tenerife,"Playa Jardín, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Piso en avenida Melchor Luz en Playa Jardín, Puerto de la Cruz",Alquiler de piso de un dormitorio céntrico cerca de la playa Jardín amueblado y equipado dispone de una terraza con excepcionales vistas al mar los suministros agua y luz están incluidos.   .,750.0,RENT,FLAT,1,1,45,,,,,12,28.4128899,-16.554867,VIVIENDAS IHG,https://www.yaencontre.com/inmobiliarias/viviendas-ihg-24289,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-24289-100970810,"24289-100970810",es,santa-cruz-de-tenerife,"Zona Martiánez, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Estudio en avenida Familia de Betancourt y Molina en Zona Martiánez, Puerto de la Cruz","Estudio en zona comercial Martianez distribuido en terraza, estancia abierta dormitorio, cocina equipada y cuarto de baño los sumisnitros de agua y luz están incluidos .",650.0,RENT,FLAT,,1,38,,,,,12,28.4166181,-16.5443586,VIVIENDAS IHG,https://www.yaencontre.com/inmobiliarias/viviendas-ihg-24289,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-24289-101076698,"24289-101076698",es,santa-cruz-de-tenerife,"Zona Martiánez, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Estudio en avenida Familia de Betancourt y Molina en Zona Martiánez, Puerto de la Cruz","Alquiler de estudio en Avenida principal en zona Martianez en edificio Guajara en planta septima del edificio distribuido en cuarto de baño, cocina, estancia domitorio abierto suminstro de electricidad aparte demas gastos incluidos.  .",650.0,RENT,FLAT,,1,38,,,,,10,28.4169184,-16.5434624,VIVIENDAS IHG,https://www.yaencontre.com/inmobiliarias/viviendas-ihg-24289,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44260-101953332,"44260-101953332",es,santa-cruz-de-tenerife,"Adeje ciudad, Adeje, Santa Cruz de Tenerife (provincia)","Piso en Adeje ciudad, Adeje","Alquiler VACACIONAL, DISPONIBLE HASTA EL 5 DE OCTUBRE, para este apartamento en planta baja en el centro de Adeje.

Consta de cocina americana equipada, 1 dormitorio, 1 baño con bañera y terraza. 
Complejo con piscina.

DISPONIBLE HASTA EL 5 DE OCTUBRE 

 €1.2...",1250.0,RENT,FLAT,1,1,70,,,,,15,28.1206232,-16.7339513,Borza Real Estate,https://www.yaencontre.com/inmobiliarias/borza-real-estate-44260,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-61935-102090728,"61935-102090728",es,santa-cruz-de-tenerife,"Los Cristianos - Playa de las Américas, Arona, Santa Cruz de Tenerife (provincia)","Dúplex en Los Cristianos - Playa de las Américas, Arona","¡Bienvenido a tu casa de ensueño donde el lujo se encuentra con la comodidad! Esta impresionante propiedad de 300m², ubicada a solo 150m del sereno océano, ahora está disponible para alquiler.

La casa cuenta con tres habitaciones bellamente diseñadas, cada un...",4000.0,RENT,FLAT,3,4,300,,,,,2,28.0460362,-16.7055396,"4Life Properties Tenerife",https://www.yaencontre.com/inmobiliarias/4life-properties-tenerife-61935,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-63777-99314806,"63777-99314806",es,santa-cruz-de-tenerife,"Tamaimo-Arguayo, Santiago del Teide, Santa Cruz de Tenerife (provincia)","Piso en calle Méndez Núñez en Tamaimo-Arguayo, Santiago del Teide","Vivienda en Urbanización Vallcanera Park, un entorno residencial a note de Sils y con buenas comunicaciones. 

Inmueble sujeto a normativa de vivienda de protección oficial. Su adquisición estará condicionada a que el ofertante cumpla, entre otros, los requisi...",374.0,RENT,FLAT,2,1,85,,,,,14,28.2697671,-16.8182384,Servihabitat,https://www.yaencontre.com/inmobiliarias/servihabitat-63777,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44376-102191190,"44376-102191190",es,santa-cruz-de-tenerife,"Icod de los Vinos, Icod de los Vinos, Santa Cruz de Tenerife (provincia)","Piso en Icod de los Vinos, Icod de los Vinos","Corta temporada 
Bonito piso en el centro de Icod, cocina con electrodomésticos, dos habitaciones (una de ellas sin amueblar, puede ser habitación o despacho) ideal para teletrabajo, no hay ruido. 
Requisitos: Mes de fianza + mes de gestión inmobiliaria + mes ...",800.0,RENT,FLAT,2,2,70,,,,,11,28.3679018,-16.7153042,The Simple Rent,https://www.yaencontre.com/inmobiliarias/the-simple-rent-44376,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-24289-97777110,"24289-97777110",es,santa-cruz-de-tenerife,"San Antonio - Las Arenas, Puerto de la Cruz, Santa Cruz de Tenerife (provincia)","Estudio en calle Francia en San Antonio - Las Arenas, Puerto de la Cruz","Acogedor y moderno amplio Loft reformado en zona tranquila de San Fernando cerca del Parque Tahoro, distribuido en zona de dormitorio, cuarto de baño completo, cocina equipada y salón comedor suministros de agua y luz aparte.  .",650.0,RENT,FLAT,,1,46,,,,,13,28.4101645,-16.544469,VIVIENDAS IHG,https://www.yaencontre.com/inmobiliarias/viviendas-ihg-24289,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44376-102133011,"44376-102133011",es,santa-cruz-de-tenerife,"Buzanda - Cabo Blanco - Valle San Lorenzo, Arona, Santa Cruz de Tenerife (provincia)","Piso en Buzanda - Cabo Blanco - Valle San Lorenzo, Arona","Bonito piso reformado, equipado completo, cocina con electrodomésticos, una habitación con armario, un baño, salón con Tv. Todo exterior
Máximo 2 personas.
No se permiten mascotas.
Luz y agua incluidos en el precio. 

Requisitos: 1 Mes en curso + 1 meses fianz...",800.0,RENT,FLAT,1,1,40,,,,,5,28.0684067,-16.6522178,The Simple Rent,https://www.yaencontre.com/inmobiliarias/the-simple-rent-44376,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-45305-97735846,"45305-97735846",es,santa-cruz-de-tenerife,"Valle Gran Rey, Santa Cruz de Tenerife (provincia)",Estudio en Valle Gran Rey,"Bonito estudio en en complejo Charco del Conde en Valle Gran Rey, totalmente amueblado, con cocina americana abierta totalmente equipada, baño con bañera y terraza con vistas a el mar. Muy bien comunicada con transportes públicos y cerca de todos los servicios...",650.0,RENT,FLAT,,1,38,,,,,3,28.0876696,-17.3369881,Gálvez gestión inmobiliaria,https://www.yaencontre.com/inmobiliarias/galvez-gestion-inmobiliaria-45305,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-50584-102240747,"50584-102240747",es,santa-cruz-de-tenerife,"Ifara - Urbanización Anaga, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en Ifara - Urbanización Anaga, Santa Cruz de Tenerife","Excepcional y magnífico piso totalmente exterior, reformado, suelos de parquet. Como nuevo. A unos minutos a pie del parque García Sanabria, de la Rambla General Franco y del hotel Mencey. La vivienda está distribuida en amplio salón comedor, cocina independie...",2800.0,RENT,FLAT,4,3,270,,,,,21,28.4779983,-16.2576676,Matilde Morales Properties,https://www.yaencontre.com/inmobiliarias/matilde-morales-properties-50584,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-63778-101711318,"63778-101711318",es,santa-cruz-de-tenerife,"Los Cristianos - Playa de las Américas, Arona, Santa Cruz de Tenerife (provincia)","Piso en Los Cristianos - Playa de las Américas, Arona","Se alquila un hermoso bungalow  en Los Cristianos, situado a solo 50 metros de la playa. Este encantador bungalow está ubicado en una urbanización con piscinas y zonas recreativas, brindándote la oportunidad de disfrutar del sol y la diversión durante toda la ...",1300.0,RENT,FLAT,1,1,50,,,,,1,28.0551664,-16.7249063,GLOBAL PARADISE,https://www.yaencontre.com/inmobiliarias/global-paradise-63778,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-44557-101925317,"44557-101925317",es,santa-cruz-de-tenerife,"Santa Clara - Las Delicias - Mayorazgo, Ofra - Costa Sur, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Piso en Santa Clara - Las Delicias - Mayorazgo, Santa Cruz de Tenerife","¡Se alquila vivienda de forma temporal, hasta 11 meses en Las Delicias! Ideal para enfermeros y médicos, al encontrarse a seis minutos caminando del Hospital Universitario de La Candelaria. Solamente se aceptan dos personas. Piso de 2 habitaciones, dos baños c...",800.0,RENT,FLAT,2,2,97,,,,,18,28.4534093,-16.2798027,Inmobiliaria Carmar,https://www.yaencontre.com/inmobiliarias/inmobiliaria-carmar-44557,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-67949-101419874,"67949-101419874",es,barcelona,"Mas Milà, Olivella, Barcelona (provincia)","Terreno en Mas Milà, Olivella","Fantástica parcela en venta, con una superficie de 1424 m2. Dispone de unas bonitas vistas abiertas. Se encuentra dentro del término municipal de Olivella.",35110.0,BUY,LAND,,,1424,,,,,3,41.3204399,1.7677513,Bruño & Ventura Vilanova,https://www.yaencontre.com/inmobiliarias/bruno-a-ventura-vilanova-67949,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-67949-101420252,"67949-101420252",es,barcelona,"Mas Mestre, Olivella, Barcelona (provincia)","Terreno en Mas Mestre, Olivella","¿Estás interesado en comprar un terreno urbano en Olivella? Excelente oportunidad de adquirir en propiedad esta finca rústica con una superficie de 1004 m² ubicada en la localidad de Olivella, provincia de Barcelona. Dispone de buenos accesos y está bien comun...",51000.0,BUY,LAND,,,1004,,,,,1,41.2840292,1.7582541,Bruño & Ventura Vilanova,https://www.yaencontre.com/inmobiliarias/bruno-a-ventura-vilanova-67949,true
yaencontre.com,https://www.yaencontre.com/alquiler/piso/inmueble-51175-101926117,"51175-101926117",es,santa-cruz-de-tenerife,"Toscal, Centro - Ifara, Santa Cruz de Tenerife, Santa Cruz de Tenerife (provincia)","Dúplex en Toscal, Santa Cruz de Tenerife","ADOLFOJORDÁN Administración de Fincas. ALQUILA. MINIMO 6 MESES Y MAXIMO 11 MESES. 
Dúplex sito en el centro de la Ciudad. 
Planta baja: garaje, amplia cocina, salón comedor, 1 dormitorio, 1 baño y 1 aseo 
Planta alta: 3 habitaciones, 1 despacho, vestidor, 2 ba...",2000.0,RENT,FLAT,5,4,266,,,,,16,28.4695056,-16.2509312,ADOLFOJORDÁN Administración Fincas,https://www.yaencontre.com/inmobiliarias/adolfojordan-administracion-fincas-51175,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-67949-101419926,"67949-101419926",es,barcelona,"Canyelles, Barcelona (provincia)",Terreno en Canyelles,"Terreno no urbanizable (rústico) no Consolidado situado en Calle MIRADOR nº28-30 (Parcela312-313 ) Urbanización Vora Sitges, en el municipio de CANYELLES, provincia de BARCELONA.",21500.0,BUY,LAND,,,372,,,,,1,41.2783686,1.7351419,Bruño & Ventura Vilanova,https://www.yaencontre.com/inmobiliarias/bruno-a-ventura-vilanova-67949,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-67949-101420267,"67949-101420267",es,barcelona,"Castellet i la Gornal, Barcelona (provincia)",Terreno en Castellet i la Gornal,"Excelente oportunidad de adquirir en propiedad esta parcela vivienda en venta con una superficie de 604,68 m² ubicada en la localidad de Castellet i la Gornal, provincia de Barcelona. Dispone de buenos accesos y está bien comunicada.",27000.0,BUY,LAND,,,604,,,,,1,41.222654,1.6281336,Bruño & Ventura Vilanova,https://www.yaencontre.com/inmobiliarias/bruno-a-ventura-vilanova-67949,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-4761-97856582,"4761-97856582",es,barcelona,"Pla d'en Boet, Mataró, Barcelona (provincia)","Terreno en Pla d'en Boet, Mataró","MATARÓ: Solar industrial en venta de 6000m2 en polígono industrial. Bien comunicado, situación óptima.",7000000.0,BUY,LAND,,,6000,,,,,1,41.5261768,2.4266603,Comajuan finques,https://www.yaencontre.com/inmobiliarias/comajuan-finques-4761,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-65231-101167106,"65231-101167106",es,barcelona,"Corbera de Llobregat, Barcelona (provincia)",Terreno en Corbera de Llobregat,Suelo - Corbera de llobregat.,874000.0,BUY,LAND,,,12573,,,,,1,41.4123395,1.9203537,Aliseda Inmobiliaria,https://www.yaencontre.com/inmobiliarias/aliseda-inmobiliaria-65231,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-59969-92956080,"59969-92956080",es,barcelona,"Corbera de Llobregat, Barcelona (provincia)",Terreno en calle Mare de Deu de Lourdes en Corbera de Llobregat,Parcela semillana muy soleada de 840m2.,94000.0,BUY,LAND,,,840,,,,,2,41.4249799,1.9634361,Fincas Victoria,https://www.yaencontre.com/inmobiliarias/fincas-victoria-59969,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-65231-101117347,"65231-101117347",es,barcelona,"Corbera de Llobregat, Barcelona (provincia)",Terreno en Corbera de Llobregat,Suelo - Corbera de llobregat.,966000.0,BUY,LAND,,,4447,,,,,1,41.4111229,1.9211398,Aliseda Inmobiliaria,https://www.yaencontre.com/inmobiliarias/aliseda-inmobiliaria-65231,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-15486-99320760,"15486-99320760",es,barcelona,"Montmar, Castelldefels, Barcelona (provincia)","Terreno en Montmar, Castelldefels","Sensacional Terreno Esquinero 1180m2 Ubicado en Montmar junto a Avinguda Diagonal. Edificabilidad máxima 0,75m2=885 m2 a tan solo 15 km de Barcelona, cinco minutos del aeropuerto, cerca de colegios privados e internacionales, transportes públicos, conexión de ...",923000.0,BUY,LAND,,,1180,,,,,3,41.2773481,1.9577364,AM INMOBILIARIA,https://www.yaencontre.com/inmobiliarias/am-inmobiliaria-15486,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-19026-7263295-VE,"19026-7263295-VE",es,barcelona,"Mas Milà, Olivella, Barcelona (provincia)","Terreno en Mas Milà, Olivella","(*) Oferta para este suelo de Autopromoción: Benefíciate con hasta 500 euros, para afrontar los gastos notariales de la compraventa, si el precio del inmueble es de hasta 100.000€, y con hasta 1.000€, si el precio del inmueble es superior a 100.000€. Oferta vá...",14000.0,BUY,LAND,,,500,,,,,3,41.305888,1.774179,Haya Real Estate,https://www.yaencontre.com/inmobiliarias/haya-real-estate-19026,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-35509-7263295-VE,"35509-7263295-VE",es,barcelona,"Mas Milà, Olivella, Barcelona (provincia)","Terreno en Mas Milà, Olivella","(*) Oferta para este suelo de Autopromoción: Benefíciate con hasta 500 euros, para afrontar los gastos notariales de la compraventa, si el precio del inmueble es de hasta 100.000€, y con hasta 1.000€, si el precio del inmueble es superior a 100.000€. Oferta vá...",14000.0,BUY,LAND,,,500,,,,,3,41.305888,1.774179,Haya Obra Nueva,https://www.yaencontre.com/inmobiliarias/haya-obra-nueva-35509,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-176624,,es,navarra,"Boltxoko, Zizur Mayor/Zizur Nagusia",Promoción de obra nueva en Zizur Mayor/Zizur Nagusia,"Residencial INBISA Zizur II, ubicada en Pinar de Ardoi (Zizur Mayor) en la confluencia de las calles Boltxoko y Arrieta, te ofrece una nueva oportunidad de disfrutar de una promoción que destaca por la calidad y el diseño. Entre sus 94 viviendas de 2, 3 y 4 do...",270000.0,BUY,NEW_CONSTRUCTION,2,2,,,,,,12,42.794931,-1.7040027,INBISA,https://www.yaencontre.com/inmobiliarias/inbisa-59081,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-176629,,es,navarra,"Mindegi, Zizur Mayor/Zizur Nagusia",Promoción de obra nueva en Zizur Mayor/Zizur Nagusia,"Residencial INBISA Zizur III te ofrece la oportunidad de disfrutar tu nuevo hogar en una promoción en la que encontrarás un ambiente tranquilo y familiar. 32 confortables y luminosas viviendas con terrazas de 1, 2 y 3 dormitorios, entre las que podrás elegir e...",288500.0,BUY,NEW_CONSTRUCTION,2,2,,,,,,11,42.7908543,-1.7006246,INBISA,https://www.yaencontre.com/inmobiliarias/inbisa-59081,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-175772,,es,navarra,"De Galicia, Pamplona",Promoción de obra nueva en Ensanche en Pamplona,"Residencial Maristas constará de 48 viviendas LIBRES distribuidas en dos edificios gemelos, a edificar en el actual patio del colegio de Maristas en Pamplona, en plena Avenida de Galicia.

Hemos comenzado obra en diciembre de 2022 y la previsión de fin de obra...",441171.0,BUY,NEW_CONSTRUCTION,3,2,,,,,,18,42.8096693,-1.6416546,RESIDENCIAL MARISTAS SOCIEDAD COOPERATIVA,https://www.yaencontre.com/inmobiliarias/residencial-maristas-sociedad-cooperativa-58444,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-174367,,es,navarra,"Aralar, Pamplona",Promoción de obra nueva en Ensanche en Pamplona,"OBRAS INICIADAS. Comodidad, funcionalidad y diseño. Los pilares sobre los que AEDAS Homes ha sustentado Atalaya están pensados para tu bienestar. Esta promoción de obra nueva en Pamplona ofrece viviendas de 1, 2, 3, 4 y 5 dormitorios con variedad de distribuci...",366000.0,BUY,NEW_CONSTRUCTION,2,1,,,,,,19,42.8151709,-1.637107,Aedas Homes,https://www.yaencontre.com/inmobiliarias/aedas-homes-57692,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-174561,,es,navarra,"Aralar, Pamplona",Promoción de obra nueva en Ensanche en Pamplona,"Obras iniciadas

Viviendas irrepetibles en un edificio único. Desde 434.592 € más I. V. A ( garaje y trastero incluido).

AS se convertirá en el edificio más emblemático del antiguo solar de Salesianos. Una torre de 14 plantas con terrazas al este (parque de l...",434592.0,BUY,NEW_CONSTRUCTION,3,2,,,,,,17,42.8151695,-1.6369859,ADANIA,https://www.yaencontre.com/inmobiliarias/adania-57804,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-181959,,es,navarra,"Francisco Javier Sáenz de Oiza, Pamplona",Promoción de obra nueva en Buztintxuri en Pamplona,"""Las Azoteas de Buztintxuri"" se encuentra muy cerca de la Rochapea, en la entrada del barrio por la Avenida de Guipúzcoa y a diez minutos del parque de los Aromas. Se compone de 16 viviendas de 2 y 3 dormitorios, distribuidas en dos portales, en un edificio de...",236523.0,BUY,NEW_CONSTRUCTION,2,2,,,,,,11,42.8281371,-1.6601592,Proginsa,https://www.yaencontre.com/inmobiliarias/proginsa-58578,true
yaencontre.com,https://www.yaencontre.com/venta/terreno/inmueble-19026-7250170-VE,"19026-7250170-VE",es,barcelona,"Terrassa, Barcelona (provincia)",Terreno en Terrassa,"(*) Oferta para este suelo de Autopromoción: Benefíciate con hasta 500 euros, para afrontar los gastos notariales de la compraventa, si el precio del inmueble es de hasta 100.000€, y con hasta 1.000€, si el precio del inmueble es superior a 100.000€. Oferta vá...",53000.0,BUY,LAND,,,110,,,,,3,41.392461,2.009076,Haya Real Estate,https://www.yaencontre.com/inmobiliarias/haya-real-estate-19026,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-184410,,es,navarra,"Manuel López González s/n, Pamplona",Promoción de obra nueva en Lezkairu en Pamplona,"Descubre Kora Pamplona, tu nueva inversión en el vibrante barrio de Soto Lezkairu. Este coliving excepcional cuenta con 167 apartamentos equipados y amplias zonas comunes que le harán sentirse a tu inquilino como en un auténtico paraíso.

Podrá disfrutar de un...",125000.0,BUY,NEW_CONSTRUCTION,1,1,,,,,,15,42.8073086,-1.6279413,A10 Inmobiliaria,https://www.yaencontre.com/inmobiliarias/a10-inmobiliaria-45942,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-183118,,es,navarra,"Fernando Remacha, Pamplona",Promoción de obra nueva en Milagrosa en Pamplona,"""Soy Arrosadía 3"" se encuentra en una ubicación privilegiada al lado de la UPNA y a pocos minutos de la Universidad de Navarra, en un barrio moderno y rodeado de amplias zonas verdes. 

El conjunto residencial se compone de 44 viviendas, repartidas en planta b...",238500.0,BUY,NEW_CONSTRUCTION,2,2,57,,,,,3,42.8021157,-1.6400384,Proginsa,https://www.yaencontre.com/inmobiliarias/proginsa-58578,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-182025,,es,navarra,"Chapitela, Pamplona",Promoción de obra nueva en Casco Antiguo en Pamplona,"Edificio totalmente rehabilitado con gran ascensor y las mejores calidades constructivas en la calle Chapitela de Pamplona.

Al lado de la Plaza del Castillo, es una de las zonas más amplias y soleadas del Casco Viejo.

Durante los últimos años este espacio ha...",496000.0,BUY,NEW_CONSTRUCTION,4,3,130,,,,,10,42.817886,-1.6431574,DN INMO,https://www.yaencontre.com/inmobiliarias/dn-inmo-46583,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-183557,,es,navarra,"La falconera, Olite",Promoción de obra nueva en Olite,"EXISTE OTRA MANERA DE VIVIR, ELIGE LA TUYA.

VIVIENDAS DE OBRA NUEVA de 2,3 y 4 dormitorios con jardines y terrazas. Además cuentan con piscina y txoko comunitario, garaje, trastero y ascensor.

LAS TERRAZAS DE OLITE presentan un nuevo proyecto de viviendas co...",175000.0,BUY,NEW_CONSTRUCTION,2,1,57,,,,,15,42.4849683,-1.6511792,Comprarcasa Maria y Jimena,https://www.yaencontre.com/inmobiliarias/comprarcasa-maria-y-jimena-44215,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-173926,,es,navarra,"Isabel Garbayo Ayala, Pamplona",Promoción de obra nueva en Lezkairu en Pamplona,"DISPONIBLES LOCALES COMERCIALES CONVERTIBLES EN VIVIENDA desde 121.855 + IVA
ULTIMOS GARAJES Y TRASTEROS A LA VENTA
TODAS LAS VIVIENDAS VENDIDAS 
*|SOTO DE LEZKAIRU FASE 1, 2 Y 3
Es un residencial con personalidad propia ubicado en uno de las mejores zonas de ...",14000.0,BUY,NEW_CONSTRUCTION,,,,,,,,2,42.8036412,-1.6307926,ACCIONA,https://www.yaencontre.com/inmobiliarias/acciona-57392,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-182986,,es,navarra,"Lamiturri, Aranguren",Promoción de obra nueva en Aranguren,"Hay una casa para ti en Mutilva.

Te presentamos la promoción de Obra Nueva MILENIO RESIDENCIAL.

Promoción de 15 viviendas consolidando el chaflán Este de la manzana que abraza la Plaza Lamiturri, en la zona más joven de Mutilva.
Mantendrá la estética del edi...",280000.0,BUY,NEW_CONSTRUCTION,3,2,,,,,,1,42.7932575,-1.6159449,LACASANUEVA,https://www.yaencontre.com/inmobiliarias/lacasanueva-45690,true
pisos.com,https://www.pisos.com/comprar/piso-el_padron_el_velerin_voladilla29680-3225255805_109700/,"3225255805.109700",es,malaga,"Calle Archidona,  S/N, El Padrón-El Velerín-Voladilla (Estepona)","Piso en calle Archidona,  S/N","V2d.25. Piso en una finca de obra nueva de 121 m² de superficie construida y emplazado en la zona de estepona, posicionado en plan...",255000.0,venta,pisos,2,2,121,1,,,1,7,36.464256,-5.0713298,Commerzia 993874 0,https://www.pisos.com/microsite-commerzia_993874_0,true
pisos.com,https://www.pisos.com/comprar/piso-el_padron_el_velerin_voladilla29680-3225255805_109700/,"3225255805.109700",es,malaga,"Calle Archidona,  S/N, El Padrón-El Velerín-Voladilla (Estepona)","Piso en calle Archidona,  S/N","V2d.25. Piso en una finca de obra nueva de 121 m² de superficie construida y emplazado en la zona de estepona, posicionado en plan...",255000.0,venta,pisos,2,2,121,1,,,1,7,36.464256,-5.0713298,Commerzia 993874 0,https://www.pisos.com/microsite-commerzia_993874_0,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-183105,,es,navarra,"Aralar, Pamplona",Promoción de obra nueva en Ensanche en Pamplona,"Aedas Homes tiene el placer de informarte del lanzamiento de una nueva promoción en el Sector Salesianos de Pamplona. En caso de estar interesado en una atención personalizada, cumplimenta el enlace de interés y en pocos días, te llamaremos para concertar una ...",397000.0,BUY,NEW_CONSTRUCTION,2,2,,,,,,14,42.8142677,-1.6359322,Aedas Homes,https://www.yaencontre.com/inmobiliarias/aedas-homes-57692,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-184143,,es,navarra,"Cendea de Olza, Barañain",Promoción de obra nueva en Barañain,"Kronos Homes ha elegido Barañain para crear NAOS, un exclusivo proyecto que aúna su carácter urbano y cosmopolita con la riqueza paisajística del rio Arga. A la calidad de su emplazamiento, rodeado de naturaleza y junto al parque fluvial, se suma su cercanía a...",235300.0,BUY,NEW_CONSTRUCTION,2,2,,,,,,12,42.8047853,-1.6933881,Kronos Homes,https://www.yaencontre.com/inmobiliarias/kronos-homes-57728,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-183930,,es,navarra,"Concejo de Iza, Iza",Promoción de obra nueva en Iza,"El lugar perfecto para los que buscan paz, armonía y tranquilidad de vivir en un paraíso natural. Rodeado de naturaleza, respirando aire fresco y disfrutando de un perfecto entorno. Viviendas de 4 dormitorios, uno de ellos en planta baja, 3 baños completos, ja...",325000.0,BUY,NEW_CONSTRUCTION,4,3,217,,,,,10,42.8473121,-1.7449023,YBOMA,https://www.yaencontre.com/inmobiliarias/yboma-68580,true
yaencontre.com,https://www.yaencontre.com/venta/obra-nueva/promocion-177768,,es,navarra,"Etxizarreta, Esteribar",Promoción de obra nueva en Esteribar,"Unifamiliares Parque Olloki Fase II"" es una nueva promoción de 12 viviendas unifamiliares libres, situadas en la calle Calle Etxizarreta, junto al parque de Olloki, en un ambiente incomparable y en un entorno natural único. 

Viviendas pensadas para el bienest...",398000.0,BUY,NEW_CONSTRUCTION,4,3,265,,,,,15,42.83919,-1.57833,Inmobiliaria Los Fueros,https://www.yaencontre.com/inmobiliarias/inmobiliaria-los-fueros-45040,true
